departamento,provincia,ano,semana,meanAge_SIN_SEÑALES,meanAge_ALARMA,meanAge_GRAVE,medianAge_SIN_SEÑALES,medianAge_ALARMA,medianAge_GRAVE,sumCases_SIN_SEÑALES,sumCases_ALARMA,sumCases_GRAVE
AMAZONAS,BAGUA,2000,18,34.35294117647059,,,32.0,,,17.0,,
AMAZONAS,BAGUA,2000,19,29.825,,,27.0,,,40.0,,
AMAZONAS,BAGUA,2000,20,35.172413793103445,,,33.5,,,58.0,,
AMAZONAS,BAGUA,2000,21,37.44444444444444,,,37.0,,,27.0,,
AMAZONAS,BAGUA,2000,22,30.708333333333332,,,30.5,,,24.0,,
AMAZONAS,BAGUA,2000,23,26.15,,,22.5,,,20.0,,
AMAZONAS,BAGUA,2000,24,30.8,,,28.5,,,10.0,,
AMAZONAS,BAGUA,2000,25,26.75,,,22.5,,,4.0,,
AMAZONAS,BAGUA,2000,26,43.0,,,43.0,,,1.0,,
AMAZONAS,BAGUA,2000,27,26.545454545454547,,,25.0,,,11.0,,
AMAZONAS,BAGUA,2000,28,31.5,,,31.5,,,2.0,,
AMAZONAS,BAGUA,2000,29,31.0,,,31.0,,,1.0,,
AMAZONAS,BAGUA,2001,4,43.0,,,43.0,,,1.0,,
AMAZONAS,BAGUA,2001,5,33.0,,,33.0,,,2.0,,
AMAZONAS,BAGUA,2001,6,37.0,,,30.0,,,3.0,,
AMAZONAS,BAGUA,2001,7,33.45454545454545,,,27.0,,,11.0,,
AMAZONAS,BAGUA,2001,8,32.42857142857143,,,31.5,,,14.0,,
AMAZONAS,BAGUA,2001,9,35.333333333333336,,,35.0,,,27.0,,
AMAZONAS,BAGUA,2001,10,32.90909090909091,,,31.0,,,22.0,,
AMAZONAS,BAGUA,2001,11,32.19230769230769,,,30.5,,,26.0,,
AMAZONAS,BAGUA,2001,12,32.44117647058823,,,30.0,,,34.0,,
AMAZONAS,BAGUA,2001,13,30.433333333333334,,,27.5,,,30.0,,
AMAZONAS,BAGUA,2001,14,33.88235294117647,,,24.0,,,17.0,,
AMAZONAS,BAGUA,2001,15,27.41176470588235,,,32.0,,,17.0,,
AMAZONAS,BAGUA,2001,16,29.444444444444443,,,28.0,,,27.0,,
AMAZONAS,BAGUA,2001,17,28.192307692307693,,,19.5,,,26.0,,
AMAZONAS,BAGUA,2001,18,30.794117647058822,,,23.5,,,34.0,,
AMAZONAS,BAGUA,2001,19,24.88888888888889,,,21.5,,,18.0,,
AMAZONAS,BAGUA,2001,20,25.09090909090909,,,25.0,,,22.0,,
AMAZONAS,BAGUA,2001,21,27.272727272727273,,,18.0,,,11.0,,
AMAZONAS,BAGUA,2001,22,22.333333333333332,,,18.5,,,6.0,,
AMAZONAS,BAGUA,2001,23,15.333333333333334,,,13.0,,,3.0,,
AMAZONAS,BAGUA,2001,24,41.0,,,40.0,,,3.0,,
AMAZONAS,BAGUA,2001,25,53.0,,,53.0,,,1.0,,
AMAZONAS,BAGUA,2001,28,19.0,,,19.0,,,1.0,,
AMAZONAS,BAGUA,2001,29,10.0,,,10.0,,,1.0,,
AMAZONAS,BAGUA,2001,35,6.0,,,6.0,,,1.0,,
AMAZONAS,BAGUA,2001,36,32.0,,,32.0,,,2.0,,
AMAZONAS,BAGUA,2001,37,24.25,,,24.0,,,4.0,,
AMAZONAS,BAGUA,2001,38,2.0,,,2.0,,,1.0,,
AMAZONAS,BAGUA,2001,39,29.6,,,31.0,,,5.0,,
AMAZONAS,BAGUA,2001,40,4.5,,,4.5,,,2.0,,
AMAZONAS,BAGUA,2001,46,30.0,,,30.0,,,1.0,,
AMAZONAS,BAGUA,2002,18,41.0,,,41.0,,,1.0,,
AMAZONAS,BAGUA,2002,29,50.0,,,50.0,,,1.0,,
AMAZONAS,BAGUA,2002,30,7.0,,,7.0,,,1.0,,
AMAZONAS,BAGUA,2002,36,12.0,,,12.0,,,1.0,,
AMAZONAS,BAGUA,2002,37,25.0,,,25.0,,,1.0,,
AMAZONAS,BAGUA,2002,42,23.0,,,23.0,,,1.0,,
AMAZONAS,BAGUA,2002,43,56.0,,,56.0,,,2.0,,
AMAZONAS,BAGUA,2002,44,24.25,,,19.5,,,4.0,,
AMAZONAS,BAGUA,2002,45,23.0,,,24.0,,,3.0,,
AMAZONAS,BAGUA,2002,46,25.5,,,27.0,,,4.0,,
AMAZONAS,BAGUA,2002,49,27.0,,,27.0,,,1.0,,
AMAZONAS,BAGUA,2003,1,25.5,,,26.0,,,4.0,,
AMAZONAS,BAGUA,2003,2,25.5,,,22.0,,,8.0,,
AMAZONAS,BAGUA,2003,3,29.4,,,29.5,,,10.0,,
AMAZONAS,BAGUA,2003,4,34.666666666666664,,,31.5,,,12.0,,
AMAZONAS,BAGUA,2003,5,29.2,,,27.0,,,5.0,,
AMAZONAS,BAGUA,2003,6,22.333333333333332,,,21.5,,,6.0,,
AMAZONAS,BAGUA,2003,7,28.0,,,29.0,,,5.0,,
AMAZONAS,BAGUA,2003,8,20.666666666666668,,,26.0,,,3.0,,
AMAZONAS,BAGUA,2003,9,41.0,,,41.0,,,1.0,,
AMAZONAS,BAGUA,2003,14,39.0,,,39.0,,,2.0,,
AMAZONAS,BAGUA,2003,16,29.0,,,29.0,,,2.0,,
AMAZONAS,BAGUA,2003,23,58.0,,,58.0,,,1.0,,
AMAZONAS,BAGUA,2003,24,39.333333333333336,,,36.0,,,3.0,,
AMAZONAS,BAGUA,2003,25,38.0,,,39.0,,,3.0,,
AMAZONAS,BAGUA,2003,27,46.5,,,46.5,,,2.0,,
AMAZONAS,BAGUA,2003,31,11.0,,,11.0,,,1.0,,
AMAZONAS,BAGUA,2003,32,33.25,,,31.0,,,4.0,,
AMAZONAS,BAGUA,2003,33,27.0,,,29.0,,,3.0,,
AMAZONAS,BAGUA,2003,34,34.0,,,33.0,,,3.0,,
AMAZONAS,BAGUA,2003,37,25.5,,,25.5,,,2.0,,
AMAZONAS,BAGUA,2003,39,20.0,,,20.0,,,1.0,,
AMAZONAS,BAGUA,2003,45,30.0,,,30.0,,,1.0,,
AMAZONAS,BAGUA,2004,1,26.0,,,26.0,,,1.0,,
AMAZONAS,BAGUA,2004,3,38.0,,,38.0,,,1.0,,
AMAZONAS,BAGUA,2004,4,53.0,,,53.0,,,1.0,,
AMAZONAS,BAGUA,2004,6,29.333333333333332,,,32.0,,,3.0,,
AMAZONAS,BAGUA,2004,11,20.0,,,20.0,,,1.0,,
AMAZONAS,BAGUA,2004,12,24.0,,,24.0,,,2.0,,
AMAZONAS,BAGUA,2004,15,52.5,,,52.5,,,2.0,,
AMAZONAS,BAGUA,2004,18,37.5,,,37.5,,,2.0,,
AMAZONAS,BAGUA,2004,19,32.0,,,32.0,,,1.0,,
AMAZONAS,BAGUA,2004,25,59.0,,,59.0,,,1.0,,
AMAZONAS,BAGUA,2004,27,24.0,,,24.0,,,1.0,,
AMAZONAS,BAGUA,2004,28,10.0,,,10.0,,,1.0,,
AMAZONAS,BAGUA,2004,32,28.0,,,28.0,,,2.0,,
AMAZONAS,BAGUA,2004,33,31.0,,,29.0,,,5.0,,
AMAZONAS,BAGUA,2004,34,39.666666666666664,,,41.5,,,6.0,,
AMAZONAS,BAGUA,2004,35,17.333333333333332,,,16.5,,,6.0,,
AMAZONAS,BAGUA,2004,36,29.125,,,25.0,,,8.0,,
AMAZONAS,BAGUA,2004,37,27.818181818181817,,,29.0,,,11.0,,
AMAZONAS,BAGUA,2004,38,34.7,,,31.0,,,10.0,,
AMAZONAS,BAGUA,2004,39,37.578947368421055,,,39.0,,,19.0,,
AMAZONAS,BAGUA,2004,40,32.5,,,34.5,,,16.0,,
AMAZONAS,BAGUA,2004,41,17.25,,,16.0,,,4.0,,
AMAZONAS,BAGUA,2004,42,28.666666666666668,,,29.0,,,3.0,,
AMAZONAS,BAGUA,2004,43,27.5,,,27.5,,,2.0,,
AMAZONAS,BAGUA,2004,44,29.333333333333332,,,33.0,,,3.0,,
AMAZONAS,BAGUA,2004,45,16.0,,,16.0,,,1.0,,
AMAZONAS,BAGUA,2004,46,28.0,,,28.0,,,1.0,,
AMAZONAS,BAGUA,2004,47,20.0,,,20.0,,,1.0,,
AMAZONAS,BAGUA,2004,52,39.0,,,39.0,,,1.0,,
AMAZONAS,BAGUA,2005,1,19.5,,,19.5,,,2.0,,
AMAZONAS,BAGUA,2005,2,20.0,,,20.0,,,1.0,,
AMAZONAS,BAGUA,2005,3,33.0,,,33.0,,,2.0,,
AMAZONAS,BAGUA,2005,4,35.333333333333336,,,37.0,,,3.0,,
AMAZONAS,BAGUA,2005,5,6.0,,,6.0,,,1.0,,
AMAZONAS,BAGUA,2005,6,30.25,,,33.0,,,4.0,,
AMAZONAS,BAGUA,2005,9,21.25,,,21.5,,,4.0,,
AMAZONAS,BAGUA,2005,10,22.6,,,22.0,,,5.0,,
AMAZONAS,BAGUA,2005,11,32.0,,,32.0,,,1.0,,
AMAZONAS,BAGUA,2005,13,16.5,,,16.5,,,2.0,,
AMAZONAS,BAGUA,2005,14,20.5,,,10.5,,,4.0,,
AMAZONAS,BAGUA,2005,15,26.0,,,26.0,,,1.0,,
AMAZONAS,BAGUA,2005,16,28.0,,,28.0,,,1.0,,
AMAZONAS,BAGUA,2005,17,42.0,,,42.0,,,2.0,,
AMAZONAS,BAGUA,2005,18,33.0,,,33.0,,,1.0,,
AMAZONAS,BAGUA,2005,20,27.333333333333332,,,27.0,,,3.0,,
AMAZONAS,BAGUA,2005,21,18.0,,,18.0,,,1.0,,
AMAZONAS,BAGUA,2005,22,43.0,,,43.0,,,1.0,,
AMAZONAS,BAGUA,2005,23,47.0,,,47.0,,,2.0,,
AMAZONAS,BAGUA,2005,27,13.0,,,13.0,,,1.0,,
AMAZONAS,BAGUA,2005,30,16.0,,,16.0,,,1.0,,
AMAZONAS,BAGUA,2005,31,15.0,,,15.0,,,1.0,,
AMAZONAS,BAGUA,2005,33,38.0,,,38.0,,,2.0,,
AMAZONAS,BAGUA,2005,36,36.0,,,36.0,,,1.0,,
AMAZONAS,BAGUA,2005,40,44.0,,,44.0,,,1.0,,
AMAZONAS,BAGUA,2005,42,37.0,,,37.0,,,1.0,,
AMAZONAS,BAGUA,2006,8,39.0,,,39.0,,,1.0,,
AMAZONAS,BAGUA,2006,11,17.0,,,17.0,,,1.0,,
AMAZONAS,BAGUA,2006,15,12.0,,,12.0,,,1.0,,
AMAZONAS,BAGUA,2006,16,57.5,,,57.5,,,2.0,,
AMAZONAS,BAGUA,2006,18,17.0,,,17.0,,,1.0,,
AMAZONAS,BAGUA,2006,19,45.0,,,45.0,,,2.0,,
AMAZONAS,BAGUA,2006,38,27.0,,,27.0,,,1.0,,
AMAZONAS,BAGUA,2006,43,63.0,,,63.0,,,2.0,,
AMAZONAS,BAGUA,2007,3,20.0,,,20.0,,,1.0,,
AMAZONAS,BAGUA,2007,4,31.0,,,31.0,,,1.0,,
AMAZONAS,BAGUA,2007,6,50.0,,,50.0,,,1.0,,
AMAZONAS,BAGUA,2007,7,10.0,,,10.0,,,2.0,,
AMAZONAS,BAGUA,2007,10,27.5,,,27.5,,,2.0,,
AMAZONAS,BAGUA,2007,12,27.0,,,27.0,,,1.0,,
AMAZONAS,BAGUA,2007,14,39.0,,,39.0,,,2.0,,
AMAZONAS,BAGUA,2007,17,30.0,,,30.0,,,1.0,,
AMAZONAS,BAGUA,2007,21,3.0,,,3.0,,,1.0,,
AMAZONAS,BAGUA,2007,23,18.0,,,18.0,,,1.0,,
AMAZONAS,BAGUA,2007,26,13.0,,,13.0,,,1.0,,
AMAZONAS,BAGUA,2007,36,41.0,,,41.0,,,1.0,,
AMAZONAS,BAGUA,2007,38,58.0,,,58.0,,,1.0,,
AMAZONAS,BAGUA,2007,41,26.0,,,26.0,,,1.0,,
AMAZONAS,BAGUA,2007,42,36.666666666666664,,,30.0,,,3.0,,
AMAZONAS,BAGUA,2007,43,29.5,,,29.5,,,2.0,,
AMAZONAS,BAGUA,2007,47,20.666666666666668,,,21.0,,,3.0,,
AMAZONAS,BAGUA,2007,48,27.5,,,27.5,,,2.0,,
AMAZONAS,BAGUA,2007,49,38.666666666666664,,,42.0,,,3.0,,
AMAZONAS,BAGUA,2007,50,25.0,,,15.0,,,3.0,,
AMAZONAS,BAGUA,2007,52,23.0,,,23.0,,,1.0,,
AMAZONAS,BAGUA,2008,1,23.0,,,23.0,,,1.0,,
AMAZONAS,BAGUA,2008,3,45.0,,,45.0,,,2.0,,
AMAZONAS,BAGUA,2008,4,29.666666666666668,,,27.0,,,3.0,,
AMAZONAS,BAGUA,2008,5,35.57142857142857,,,26.0,,,7.0,,
AMAZONAS,BAGUA,2008,6,30.5,,,23.5,,,8.0,,
AMAZONAS,BAGUA,2008,7,19.0,,,14.5,,,10.0,,
AMAZONAS,BAGUA,2008,8,27.5,,,27.5,,,2.0,,
AMAZONAS,BAGUA,2008,9,24.571428571428573,,,15.0,,,7.0,,
AMAZONAS,BAGUA,2008,11,22.666666666666668,,,20.5,,,24.0,,
AMAZONAS,BAGUA,2008,12,26.071428571428573,,,15.5,,,14.0,,
AMAZONAS,BAGUA,2008,13,26.235294117647058,,,27.0,,,17.0,,
AMAZONAS,BAGUA,2008,14,24.428571428571427,,,16.0,,,7.0,,
AMAZONAS,BAGUA,2008,15,27.666666666666668,,,30.0,,,3.0,,
AMAZONAS,BAGUA,2008,16,13.5,,,12.5,,,4.0,,
AMAZONAS,BAGUA,2008,17,24.7,,,19.5,,,10.0,,
AMAZONAS,BAGUA,2008,18,27.333333333333332,,,33.0,,,3.0,,
AMAZONAS,BAGUA,2008,19,15.5,,,15.5,,,2.0,,
AMAZONAS,BAGUA,2008,20,26.666666666666668,,,21.5,,,6.0,,
AMAZONAS,BAGUA,2008,21,32.0,,,32.0,,,2.0,,
AMAZONAS,BAGUA,2008,22,41.333333333333336,,,38.0,,,3.0,,
AMAZONAS,BAGUA,2008,23,49.5,,,49.5,,,2.0,,
AMAZONAS,BAGUA,2008,25,32.0,,,15.0,,,3.0,,
AMAZONAS,BAGUA,2008,26,58.0,,,58.0,,,1.0,,
AMAZONAS,BAGUA,2008,29,57.0,,,57.0,,,1.0,,
AMAZONAS,BAGUA,2008,30,17.0,,,17.0,,,1.0,,
AMAZONAS,BAGUA,2008,33,19.4,,,21.0,,,5.0,,
AMAZONAS,BAGUA,2008,34,5.0,,,5.0,,,1.0,,
AMAZONAS,BAGUA,2008,35,19.5,,,19.5,,,2.0,,
AMAZONAS,BAGUA,2008,36,21.5,,,21.5,,,2.0,,
AMAZONAS,BAGUA,2008,37,36.0,,,36.0,,,2.0,,
AMAZONAS,BAGUA,2008,38,69.0,,,69.0,,,1.0,,
AMAZONAS,BAGUA,2008,39,21.0,,,16.0,,,6.0,,
AMAZONAS,BAGUA,2008,40,29.181818181818183,,,30.0,,,11.0,,
AMAZONAS,BAGUA,2008,41,24.5,,,15.5,,,6.0,,
AMAZONAS,BAGUA,2008,42,37.0,,,36.5,,,4.0,,
AMAZONAS,BAGUA,2008,43,30.533333333333335,,,30.0,,,15.0,,
AMAZONAS,BAGUA,2008,44,26.0,,,22.0,,,11.0,,
AMAZONAS,BAGUA,2008,45,31.181818181818183,,,27.0,,,11.0,,
AMAZONAS,BAGUA,2008,46,29.217391304347824,,,24.0,,,23.0,,
AMAZONAS,BAGUA,2008,47,30.0,,,27.0,,,20.0,,
AMAZONAS,BAGUA,2008,48,29.285714285714285,,,25.0,,,7.0,,
AMAZONAS,BAGUA,2008,49,17.5,,,17.5,,,2.0,,
AMAZONAS,BAGUA,2008,50,30.25,,,28.0,,,8.0,,
AMAZONAS,BAGUA,2008,51,28.0,,,19.0,,,6.0,,
AMAZONAS,BAGUA,2008,52,35.0,,,35.0,,,2.0,,
AMAZONAS,BAGUA,2008,53,24.166666666666668,,,23.0,,,6.0,,
AMAZONAS,BAGUA,2009,1,29.0,,,29.0,,,9.0,,
AMAZONAS,BAGUA,2009,2,28.2,,,10.0,,,5.0,,
AMAZONAS,BAGUA,2009,3,19.857142857142858,,,22.0,,,7.0,,
AMAZONAS,BAGUA,2009,4,29.25,,,21.0,,,4.0,,
AMAZONAS,BAGUA,2009,5,46.333333333333336,,,42.0,,,3.0,,
AMAZONAS,BAGUA,2009,6,32.0,,,32.0,,,1.0,,
AMAZONAS,BAGUA,2009,7,12.0,,,12.0,,,1.0,,
AMAZONAS,BAGUA,2009,12,31.5,,,31.5,,,2.0,,
AMAZONAS,BAGUA,2009,13,14.0,,,14.0,,,2.0,,
AMAZONAS,BAGUA,2009,14,34.0,,,38.5,,,4.0,,
AMAZONAS,BAGUA,2009,15,39.0,,,39.0,,,1.0,,
AMAZONAS,BAGUA,2009,16,32.0,,,32.0,,,2.0,,
AMAZONAS,BAGUA,2009,17,28.75,,,36.0,,,4.0,,
AMAZONAS,BAGUA,2009,18,33.0,,,33.0,,,1.0,,
AMAZONAS,BAGUA,2009,20,46.0,,,46.0,,,1.0,,
AMAZONAS,BAGUA,2009,21,31.0,,,31.0,,,2.0,,
AMAZONAS,BAGUA,2009,22,19.0,,,19.0,,,1.0,,
AMAZONAS,BAGUA,2009,23,39.0,,,39.0,,,1.0,,
AMAZONAS,BAGUA,2009,24,64.0,,,64.0,,,1.0,,
AMAZONAS,BAGUA,2009,25,38.666666666666664,,,40.0,,,3.0,,
AMAZONAS,BAGUA,2009,26,2.0,,,2.0,,,1.0,,
AMAZONAS,BAGUA,2009,27,38.333333333333336,,,31.0,,,6.0,,
AMAZONAS,BAGUA,2009,31,25.0,,,25.0,,,1.0,,
AMAZONAS,BAGUA,2009,33,22.0,,,22.0,,,2.0,,
AMAZONAS,BAGUA,2009,35,30.0,,,30.0,,,2.0,,
AMAZONAS,BAGUA,2009,36,10.5,,,10.5,,,2.0,,
AMAZONAS,BAGUA,2009,37,20.0,,,20.0,,,2.0,,
AMAZONAS,BAGUA,2009,39,16.0,,,16.0,,,1.0,,
AMAZONAS,BAGUA,2009,42,22.666666666666668,,,20.5,,,6.0,,
AMAZONAS,BAGUA,2009,43,40.0,,,40.0,,,1.0,,
AMAZONAS,BAGUA,2009,45,70.0,,,70.0,,,1.0,,
AMAZONAS,BAGUA,2009,46,51.0,,,51.0,,,1.0,,
AMAZONAS,BAGUA,2009,48,36.5,,,34.5,,,8.0,,
AMAZONAS,BAGUA,2009,49,47.0,,,47.0,,,1.0,,
AMAZONAS,BAGUA,2009,51,36.0,,,36.0,,,1.0,,
AMAZONAS,BAGUA,2010,1,23.0,,,23.0,,,1.0,,
AMAZONAS,BAGUA,2010,2,36.5,,,36.5,,,2.0,,
AMAZONAS,BAGUA,2010,3,8.0,,,8.0,,,1.0,,
AMAZONAS,BAGUA,2010,4,41.0,,,40.0,,,3.0,,
AMAZONAS,BAGUA,2010,6,19.5,,,19.5,,,2.0,,
AMAZONAS,BAGUA,2010,7,30.0,,,30.0,,,1.0,,
AMAZONAS,BAGUA,2010,8,34.333333333333336,,,32.0,,,3.0,,
AMAZONAS,BAGUA,2010,9,33.0,,,35.0,,,9.0,,
AMAZONAS,BAGUA,2010,10,36.666666666666664,,,30.0,,,3.0,,
AMAZONAS,BAGUA,2010,11,23.0,,,23.0,,,6.0,,
AMAZONAS,BAGUA,2010,12,23.75,,,21.0,,,8.0,,
AMAZONAS,BAGUA,2010,13,26.833333333333332,,,23.5,,,12.0,,
AMAZONAS,BAGUA,2010,14,28.72222222222222,,,30.0,,,18.0,,
AMAZONAS,BAGUA,2010,15,24.0,,,22.5,,,10.0,,
AMAZONAS,BAGUA,2010,16,17.285714285714285,,,15.0,,,7.0,,
AMAZONAS,BAGUA,2010,17,30.5,,,34.5,,,10.0,,
AMAZONAS,BAGUA,2010,18,18.8,,,15.0,,,5.0,,
AMAZONAS,BAGUA,2010,19,31.5,,,31.5,,,2.0,,
AMAZONAS,BAGUA,2010,20,28.11111111111111,,,32.0,,,9.0,,
AMAZONAS,BAGUA,2010,21,49.5,,,50.5,,,4.0,,
AMAZONAS,BAGUA,2010,24,10.5,,,10.5,,,2.0,,
AMAZONAS,BAGUA,2010,25,6.0,,,6.0,,,1.0,,
AMAZONAS,BAGUA,2010,26,29.0,,,29.0,,,1.0,,
AMAZONAS,BAGUA,2010,27,41.0,,,34.0,,,6.0,,
AMAZONAS,BAGUA,2010,28,28.375,,,30.0,,,8.0,,
AMAZONAS,BAGUA,2010,29,30.5,,,30.5,,,2.0,,
AMAZONAS,BAGUA,2010,30,26.0,,,20.0,,,3.0,,
AMAZONAS,BAGUA,2010,31,34.0,,,34.0,,,2.0,,
AMAZONAS,BAGUA,2010,32,30.0,,,32.5,,,4.0,,
AMAZONAS,BAGUA,2010,33,14.0,,,14.0,,,1.0,,
AMAZONAS,BAGUA,2010,34,36.666666666666664,,,42.5,,,6.0,,
AMAZONAS,BAGUA,2010,43,16.0,,,16.0,,,1.0,,
AMAZONAS,BAGUA,2010,47,14.0,,,14.0,,,1.0,,
AMAZONAS,BAGUA,2011,5,40.0,,,40.0,,,1.0,,
AMAZONAS,BAGUA,2011,7,20.0,,,20.0,,,1.0,,
AMAZONAS,BAGUA,2011,8,,,60.0,,,60.0,,,1.0
AMAZONAS,BAGUA,2011,9,41.4,,,31.0,,,5.0,,
AMAZONAS,BAGUA,2011,10,11.666666666666666,,,15.0,,,3.0,,
AMAZONAS,BAGUA,2011,12,50.0,,,50.0,,,1.0,,
AMAZONAS,BAGUA,2011,13,35.5,,,35.5,,,2.0,,
AMAZONAS,BAGUA,2011,14,31.0,,,31.0,,,2.0,,
AMAZONAS,BAGUA,2011,16,,,55.0,,,55.0,,,1.0
AMAZONAS,BAGUA,2011,17,1.0,,43.0,1.0,,43.0,1.0,,1.0
AMAZONAS,BAGUA,2011,18,28.75,,38.0,30.0,,38.0,4.0,,1.0
AMAZONAS,BAGUA,2011,19,28.2,,,25.0,,,5.0,,
AMAZONAS,BAGUA,2011,20,24.5,,10.0,19.0,,10.0,14.0,,1.0
AMAZONAS,BAGUA,2011,21,26.4,,,24.0,,,5.0,,
AMAZONAS,BAGUA,2011,22,29.6,,,26.0,,,5.0,,
AMAZONAS,BAGUA,2011,23,27.5,,,27.5,,,2.0,,
AMAZONAS,BAGUA,2011,24,23.5,,,21.0,,,4.0,,
AMAZONAS,BAGUA,2011,25,49.666666666666664,,,37.0,,,3.0,,
AMAZONAS,BAGUA,2011,26,53.666666666666664,,,55.0,,,3.0,,
AMAZONAS,BAGUA,2011,27,31.333333333333332,,,23.0,,,3.0,,
AMAZONAS,BAGUA,2011,28,12.5,,53.0,9.5,,53.0,4.0,,1.0
AMAZONAS,BAGUA,2011,29,29.5,,,29.5,,,2.0,,
AMAZONAS,BAGUA,2011,30,19.0,,,19.0,,,2.0,,
AMAZONAS,BAGUA,2011,32,7.0,,,7.0,,,2.0,,
AMAZONAS,BAGUA,2011,33,9.0,,,9.0,,,2.0,,
AMAZONAS,BAGUA,2011,34,25.142857142857142,,,23.0,,,7.0,,
AMAZONAS,BAGUA,2011,35,22.25,,,21.5,,,4.0,,
AMAZONAS,BAGUA,2011,36,26.5,,36.0,29.0,,36.0,8.0,,1.0
AMAZONAS,BAGUA,2011,37,25.7,,14.5,31.0,,14.5,10.0,,2.0
AMAZONAS,BAGUA,2011,38,23.25,,4.0,23.0,,4.0,12.0,,1.0
AMAZONAS,BAGUA,2011,39,31.0,,,30.5,,,10.0,,
AMAZONAS,BAGUA,2011,40,6.25,,,6.0,,,4.0,,
AMAZONAS,BAGUA,2011,41,19.0,,,11.0,,,5.0,,
AMAZONAS,BAGUA,2011,42,17.333333333333332,,,18.0,,,6.0,,
AMAZONAS,BAGUA,2011,43,28.454545454545453,,,36.0,,,11.0,,
AMAZONAS,BAGUA,2011,44,26.0,,,28.0,,,5.0,,
AMAZONAS,BAGUA,2011,46,20.0,,,20.0,,,1.0,,
AMAZONAS,BAGUA,2011,47,21.25,,,19.0,,,4.0,,
AMAZONAS,BAGUA,2011,48,28.0,,,32.0,,,3.0,,
AMAZONAS,BAGUA,2011,49,47.833333333333336,20.5,,49.0,20.5,,6.0,2.0,
AMAZONAS,BAGUA,2011,50,45.6,,,48.0,,,5.0,,
AMAZONAS,BAGUA,2011,51,90.0,,,90.0,,,1.0,,
AMAZONAS,BAGUA,2011,52,28.5,,,28.5,,,2.0,,
AMAZONAS,BAGUA,2012,1,19.666666666666668,4.0,2.0,13.0,4.0,2.0,3.0,1.0,1.0
AMAZONAS,BAGUA,2012,2,26.4,39.0,,19.0,39.0,,5.0,1.0,
AMAZONAS,BAGUA,2012,3,34.0,,26.0,39.0,,26.0,6.0,,1.0
AMAZONAS,BAGUA,2012,4,38.5,,,38.5,,,2.0,,
AMAZONAS,BAGUA,2012,5,26.5,30.0,,22.5,30.0,,6.0,3.0,
AMAZONAS,BAGUA,2012,6,25.75,,,29.5,,,4.0,,
AMAZONAS,BAGUA,2012,7,36.142857142857146,40.0,,37.0,40.0,,7.0,1.0,
AMAZONAS,BAGUA,2012,8,21.4,11.0,,22.0,11.0,,10.0,1.0,
AMAZONAS,BAGUA,2012,9,20.666666666666668,23.0,,24.0,23.0,,3.0,2.0,
AMAZONAS,BAGUA,2012,10,27.833333333333332,24.0,,27.5,24.0,,6.0,1.0,
AMAZONAS,BAGUA,2012,11,32.4,20.0,,31.5,20.0,,10.0,1.0,
AMAZONAS,BAGUA,2012,12,27.0,27.5,,24.5,27.5,,8.0,2.0,
AMAZONAS,BAGUA,2012,13,17.333333333333332,9.0,,18.0,9.0,,3.0,1.0,
AMAZONAS,BAGUA,2012,14,13.833333333333334,,,12.0,,,6.0,,
AMAZONAS,BAGUA,2012,15,24.2,28.0,,24.0,28.0,,5.0,2.0,
AMAZONAS,BAGUA,2012,16,38.8,,,40.0,,,5.0,,
AMAZONAS,BAGUA,2012,17,40.57142857142857,,,36.0,,,7.0,,
AMAZONAS,BAGUA,2012,18,18.25,38.0,,12.5,38.0,,4.0,2.0,
AMAZONAS,BAGUA,2012,19,17.77777777777778,45.0,,9.0,45.0,,9.0,1.0,
AMAZONAS,BAGUA,2012,20,22.583333333333332,29.0,50.0,20.5,29.0,50.0,12.0,2.0,1.0
AMAZONAS,BAGUA,2012,21,27.363636363636363,22.0,,15.0,22.0,,11.0,2.0,
AMAZONAS,BAGUA,2012,22,24.153846153846153,25.0,3.0,20.0,23.0,3.0,13.0,5.0,1.0
AMAZONAS,BAGUA,2012,23,20.0,33.77777777777778,,14.5,35.0,,24.0,9.0,
AMAZONAS,BAGUA,2012,24,26.862068965517242,33.0,27.0,19.0,33.0,23.0,29.0,2.0,3.0
AMAZONAS,BAGUA,2012,25,32.40909090909091,,13.0,32.5,,13.0,22.0,,1.0
AMAZONAS,BAGUA,2012,26,27.142857142857142,56.0,,17.5,56.0,,14.0,1.0,
AMAZONAS,BAGUA,2012,27,20.09090909090909,24.5,4.0,17.0,24.5,4.0,11.0,2.0,1.0
AMAZONAS,BAGUA,2012,28,30.0,20.0,,30.0,14.5,,7.0,4.0,
AMAZONAS,BAGUA,2012,29,33.0,12.0,,25.0,12.0,,7.0,1.0,
AMAZONAS,BAGUA,2012,30,31.25,,,27.0,,,4.0,,
AMAZONAS,BAGUA,2012,31,32.666666666666664,,,32.0,,,3.0,,
AMAZONAS,BAGUA,2012,32,,10.5,,,10.5,,,2.0,
AMAZONAS,BAGUA,2012,33,13.0,,,13.0,,,2.0,,
AMAZONAS,BAGUA,2012,36,37.0,,,37.0,,,2.0,,
AMAZONAS,BAGUA,2012,41,35.666666666666664,35.5,,37.0,36.0,,3.0,4.0,
AMAZONAS,BAGUA,2012,42,53.0,,,53.0,,,1.0,,
AMAZONAS,BAGUA,2012,44,34.0,,,34.0,,,1.0,,
AMAZONAS,BAGUA,2012,45,44.5,,,44.5,,,2.0,,
